transaction_id,timestamp,amount,hour_of_day,day_of_week,merchant_category,merchant_category_encoded,transaction_velocity_1h,transaction_velocity_24h,avg_transaction_amount,amount_deviation,is_international,is_online,card_age_days,account_balance_ratio,cardholder_country,merchant_country,label,label_text
TXN-L04150,2024-03-27 11:00:00,51.4,17,1,Retail,1,0,7,30.99,-1.1645,0,0,3280,0.5067,CA,US,0,legitimate
TXN-L00286,2024-01-06 23:00:00,46.91,13,5,Utilities,2,1,3,38.56,-1.314,0,0,3154,0.039,CA,US,0,legitimate
TXN-L01888,2024-02-09 08:00:00,33.99,21,5,Travel,4,1,4,232.6,-0.5613,0,0,3044,0.3285,US,CA,0,legitimate
TXN-L02337,2024-02-18 16:30:00,57.38,19,0,Education,5,2,4,5.56,-1.4039,0,0,217,0.0721,US,US,0,legitimate
TXN-L02520,2024-02-22 12:00:00,65.05,18,0,Retail,4,0,2,162.92,2.1037,1,1,2481,0.1345,AU,US,0,legitimate
TXN-L02277,2024-02-17 10:30:00,17.31,10,3,Healthcare,0,1,5,59.47,-0.5784,0,0,2510,0.4346,US,UK,0,legitimate
TXN-L02127,2024-02-14 07:30:00,166.39,14,5,Retail,2,0,7,39.97,0.0575,0,0,915,0.274,CA,CA,0,legitimate
TXN-L03499,2024-03-13 21:30:00,38.22,20,1,Retail,2,1,6,33.22,-1.155,0,0,3330,0.3008,UK,US,0,legitimate
TXN-L04211,2024-03-28 17:30:00,31.88,18,5,Healthcare,1,0,9,205.52,0.7748,0,0,786,0.5331,US,CA,0,legitimate
TXN-L02083,2024-02-13 09:30:00,5.49,15,3,Food & Dining,1,2,6,151.98,-0.5683,0,0,761,0.4165,CA,CA,0,legitimate
TXN-L00736,2024-01-16 08:00:00,70.53,10,5,Entertainment,2,0,6,74.8,0.3759,0,0,2185,0.4222,UK,UK,0,legitimate
TXN-F00051,2024-01-05 06:00:00,619.87,23,3,Jewelry,7,11,17,7.52,5.1886,1,1,44,0.9979,UK,BR,1,fraud
TXN-L00336,2024-01-08 00:00:00,23.91,11,6,Healthcare,1,1,6,38.75,1.2329,0,0,1465,0.0616,CA,US,0,legitimate
TXN-L02596,2024-02-24 02:00:00,29.76,8,4,Entertainment,0,4,7,50.82,1.4963,0,0,1912,0.0735,US,US,0,legitimate
TXN-L02771,2024-02-27 17:30:00,25.88,14,6,Food & Dining,4,1,5,99.09,0.9824,0,0,1357,0.1561,US,CA,0,legitimate
TXN-L03704,2024-03-18 04:00:00,47.45,21,3,Utilities,1,0,6,68.73,-0.7851,0,0,764,0.208,AU,UK,0,legitimate
TXN-L04404,2024-04-01 18:00:00,48.17,19,4,Healthcare,3,1,9,81.58,-1.008,0,0,2656,0.0761,CA,US,0,legitimate
TXN-L01071,2024-01-23 07:30:00,87.97,18,3,Education,6,4,7,65.29,-1.6642,0,0,2806,0.1937,US,US,0,legitimate
TXN-L02290,2024-02-17 17:00:00,310.72,12,5,Healthcare,0,0,5,11.18,0.852,0,0,1107,0.4481,US,US,0,legitimate
TXN-L01672,2024-02-04 20:00:00,36.9,18,1,Healthcare,4,3,4,29.08,1.4045,0,1,3044,0.3368,AU,US,0,legitimate
TXN-L04083,2024-03-26 01:30:00,8.07,12,5,Healthcare,6,0,3,51.81,-0.4725,0,1,1545,0.1516,US,US,0,legitimate
TXN-L04250,2024-03-29 13:00:00,160.03,8,4,Travel,0,2,5,144.82,-0.6907,1,0,2072,0.3203,US,CA,0,legitimate
TXN-L04113,2024-03-26 16:30:00,11.82,9,4,Travel,4,2,11,94.45,0.178,0,0,930,0.3411,UK,CA,0,legitimate
TXN-L04408,2024-04-01 20:00:00,93.78,20,3,Food & Dining,1,2,5,48.52,1.0061,0,1,2913,0.2475,US,US,0,legitimate
TXN-L03366,2024-03-11 03:00:00,32.27,17,5,Retail,2,0,3,134.41,-1.6893,0,1,1235,0.0827,US,US,0,legitimate
TXN-L01488,2024-02-01 00:00:00,11.87,14,1,Utilities,3,1,5,83.29,0.6316,0,0,1741,0.5799,US,CA,0,legitimate
TXN-L00498,2024-01-11 09:00:00,22.75,12,4,Utilities,6,0,1,131.0,-0.2213,0,0,518,0.1105,US,US,0,legitimate
TXN-L04382,2024-04-01 07:00:00,28.03,20,1,Food & Dining,3,1,11,112.58,-0.2319,0,1,3532,0.0426,UK,US,0,legitimate
TXN-L03479,2024-03-13 11:30:00,218.4,9,5,Healthcare,0,0,10,54.23,-0.715,1,0,2728,0.0717,CA,US,0,legitimate
TXN-L02581,2024-02-23 18:30:00,80.57,8,2,Entertainment,1,0,4,178.5,-0.0931,0,0,1853,0.1563,UK,US,0,legitimate
TXN-L03123,2024-03-06 01:30:00,38.17,18,4,Education,6,3,6,51.98,0.9427,0,1,3485,0.5954,CA,US,0,legitimate
TXN-L02921,2024-03-01 20:30:00,115.01,8,1,Healthcare,4,1,4,135.82,0.4496,0,0,2753,0.2082,US,UK,0,legitimate
TXN-L04377,2024-04-01 04:30:00,420.76,16,5,Utilities,2,0,0,118.98,0.2482,0,0,633,0.537,CA,CA,0,legitimate
TXN-L02644,2024-02-25 02:00:00,18.36,8,1,Travel,5,4,4,146.22,0.3271,0,1,2299,0.4881,US,CA,0,legitimate
TXN-L04286,2024-03-30 07:00:00,34.55,11,4,Utilities,4,2,3,24.65,1.5693,0,0,1803,0.4017,US,US,0,legitimate
TXN-L04040,2024-03-25 04:00:00,67.0,18,5,Utilities,3,3,3,44.49,-0.9319,0,0,2351,0.041,UK,UK,0,legitimate
TXN-L02034,2024-02-12 09:00:00,157.62,16,2,Healthcare,5,2,3,93.72,-0.982,0,0,674,0.4875,US,US,0,legitimate
TXN-L01022,2024-01-22 07:00:00,53.28,16,1,Food & Dining,1,0,7,83.6,0.1756,0,0,2006,0.3997,US,CA,0,legitimate
TXN-L02282,2024-02-17 13:00:00,180.21,17,6,Food & Dining,5,1,5,149.39,2.6771,0,0,592,0.3953,AU,CA,0,legitimate
TXN-F00136,2024-01-12 08:00:00,75.18,1,0,Travel,9,9,19,36.48,4.1422,1,1,4,0.8744,US,BR,1,fraud
TXN-L04219,2024-03-28 21:30:00,8.99,16,4,Entertainment,2,2,7,229.89,-1.5857,0,0,668,0.3486,US,US,0,legitimate
TXN-L03063,2024-03-04 19:30:00,32.16,10,0,Utilities,3,0,5,168.57,-2.1765,0,0,3344,0.4479,US,US,0,legitimate
TXN-L04365,2024-03-31 22:30:00,444.94,16,3,Food & Dining,5,1,0,80.47,-0.6153,0,0,1914,0.089,AU,US,0,legitimate
TXN-L00665,2024-01-14 20:30:00,60.73,18,1,Entertainment,4,1,5,39.67,-0.0299,0,0,1452,0.2098,US,UK,0,legitimate
TXN-L03932,2024-03-22 22:00:00,132.62,16,1,Healthcare,0,0,6,131.29,0.611,0,0,1899,0.2156,CA,CA,0,legitimate
TXN-L02638,2024-02-24 23:00:00,19.44,14,2,Entertainment,1,1,6,69.5,-0.5695,0,0,3390,0.3287,AU,US,0,legitimate
TXN-L03176,2024-03-07 04:00:00,12.59,16,0,Education,6,1,4,120.22,-0.1932,0,0,2396,0.1794,UK,CA,0,legitimate
TXN-L04265,2024-03-29 20:30:00,89.44,9,4,Entertainment,5,2,6,59.08,-0.6578,0,0,3604,0.1013,US,US,0,legitimate
TXN-L03121,2024-03-06 00:30:00,29.6,9,5,Food & Dining,2,1,5,123.78,1.1461,0,1,1230,0.3153,CA,US,0,legitimate
TXN-L01017,2024-01-22 04:30:00,33.65,18,4,Education,1,1,3,73.44,-0.8057,0,1,1492,0.123,US,US,0,legitimate
TXN-L00557,2024-01-12 14:30:00,35.43,11,6,Education,1,4,5,85.03,0.8232,0,0,2063,0.09,US,US,0,legitimate
TXN-L02399,2024-02-19 23:30:00,58.52,8,0,Retail,2,0,3,29.09,-1.0957,0,1,1023,0.5572,US,CA,0,legitimate
TXN-L01207,2024-01-26 03:30:00,28.14,13,2,Healthcare,1,1,3,38.18,0.111,0,0,534,0.5824,US,CA,0,legitimate
TXN-L02005,2024-02-11 18:30:00,67.58,20,0,Entertainment,1,2,3,89.02,-0.4392,0,0,3274,0.1983,US,UK,0,legitimate
TXN-L02656,2024-02-25 08:00:00,18.32,10,0,Retail,3,1,5,9.61,-0.0326,0,0,2444,0.3795,AU,US,0,legitimate
TXN-L02135,2024-02-14 11:30:00,30.77,11,3,Entertainment,1,0,4,23.05,0.4311,0,1,2819,0.3828,CA,UK,0,legitimate
TXN-L01510,2024-02-01 11:00:00,17.43,19,2,Utilities,0,1,7,140.6,1.1346,1,1,1318,0.5267,US,US,0,legitimate
TXN-L01736,2024-02-06 04:00:00,19.04,17,1,Entertainment,3,1,3,207.83,1.6367,0,1,1941,0.2524,US,US,0,legitimate
TXN-L00245,2024-01-06 02:30:00,39.08,12,3,Utilities,1,0,9,56.26,0.7364,1,0,1921,0.5791,CA,CA,0,legitimate
TXN-L01163,2024-01-25 05:30:00,10.53,13,2,Retail,0,1,2,45.75,-1.2261,0,0,194,0.3824,US,US,0,legitimate
TXN-L03362,2024-03-11 01:00:00,9.08,9,0,Food & Dining,1,3,4,45.22,0.1027,0,0,600,0.3409,CA,US,0,legitimate
TXN-L00266,2024-01-06 13:00:00,279.33,13,5,Utilities,3,1,5,60.34,0.2946,0,0,2783,0.4072,US,CA,0,legitimate
TXN-L02366,2024-02-19 07:00:00,31.95,10,5,Entertainment,6,0,9,132.32,1.8457,0,0,1774,0.3649,US,UK,0,legitimate
TXN-L01114,2024-01-24 05:00:00,63.46,15,2,Utilities,0,1,6,35.23,0.374,0,0,1211,0.1695,US,UK,0,legitimate
TXN-L00063,2024-01-02 07:30:00,16.51,21,1,Healthcare,2,1,7,16.2,0.6619,0,1,319,0.3911,US,UK,0,legitimate
TXN-L02592,2024-02-24 00:00:00,52.31,13,1,Education,2,1,4,263.88,-0.5714,0,0,2000,0.1906,US,CA,0,legitimate
TXN-L02788,2024-02-28 02:00:00,34.6,15,5,Food & Dining,2,0,6,68.16,-0.6431,0,1,2680,0.5556,CA,US,0,legitimate
TXN-L02757,2024-02-27 10:30:00,25.58,12,5,Utilities,0,2,3,54.71,2.166,0,0,3310,0.0724,US,US,0,legitimate
TXN-L03011,2024-03-03 17:30:00,205.57,11,1,Retail,2,0,3,60.65,2.0288,0,0,1307,0.1394,US,US,0,legitimate
TXN-L03076,2024-03-05 02:00:00,118.53,19,4,Travel,4,1,6,123.42,0.6145,0,0,1193,0.1747,US,CA,0,legitimate
TXN-L02998,2024-03-03 11:00:00,76.26,15,0,Healthcare,2,0,3,63.59,0.0433,0,0,2462,0.5134,AU,US,0,legitimate
TXN-L02815,2024-02-28 15:30:00,123.24,21,3,Utilities,2,0,2,59.83,0.8415,0,1,902,0.3236,US,US,0,legitimate
TXN-L02259,2024-02-17 01:30:00,66.62,13,4,Retail,4,0,2,98.86,0.7692,0,1,3315,0.0224,CA,US,0,legitimate
TXN-F00208,2024-01-18 08:00:00,416.46,23,4,Travel,9,4,22,8.53,6.3644,1,1,40,0.9664,UK,NG,1,fraud
TXN-L03204,2024-03-07 18:00:00,21.07,14,4,Retail,1,0,8,33.08,-0.213,0,0,884,0.0311,US,UK,0,legitimate
TXN-L01237,2024-01-26 18:30:00,31.39,12,4,Travel,1,0,8,78.71,1.2099,0,1,3391,0.4207,CA,CA,0,legitimate
TXN-L00103,2024-01-03 03:30:00,24.48,12,3,Utilities,4,1,5,43.77,-0.7746,0,0,2706,0.5404,UK,CA,0,legitimate
TXN-L02643,2024-02-25 01:30:00,28.44,18,0,Food & Dining,1,1,6,14.25,-0.6843,0,0,944,0.1624,CA,US,0,legitimate
TXN-L00272,2024-01-06 16:00:00,174.72,20,2,Healthcare,1,0,1,75.44,-0.1903,0,0,2468,0.2721,AU,US,0,legitimate
TXN-L00508,2024-01-11 14:00:00,57.31,13,1,Travel,6,1,4,29.12,0.098,0,1,1807,0.4676,CA,US,0,legitimate
TXN-L02226,2024-02-16 09:00:00,225.79,10,0,Utilities,4,2,2,95.18,-0.6064,0,0,3178,0.0208,US,US,0,legitimate
TXN-F00183,2024-01-16 06:00:00,3514.84,3,0,Jewelry,8,6,17,36.01,-0.1477,1,1,39,0.9403,UK,VN,1,fraud
TXN-L02441,2024-02-20 20:30:00,217.34,19,3,Healthcare,1,2,4,191.7,-0.6403,0,0,1502,0.3151,AU,UK,0,legitimate
TXN-L00865,2024-01-19 00:30:00,37.05,20,4,Entertainment,5,0,7,22.58,1.3428,0,0,2817,0.1737,US,US,0,legitimate
TXN-L03326,2024-03-10 07:00:00,54.47,8,2,Retail,5,0,6,63.87,-1.6301,0,0,1289,0.3195,US,UK,0,legitimate
TXN-L00908,2024-01-19 22:00:00,104.11,10,4,Education,4,3,3,305.76,-1.3629,0,0,2312,0.2499,US,CA,0,legitimate
TXN-L02114,2024-02-14 01:00:00,114.53,18,2,Travel,5,1,8,44.65,1.3331,0,0,1339,0.1332,US,UK,0,legitimate
TXN-L03896,2024-03-22 04:00:00,219.96,15,6,Entertainment,6,1,4,89.39,1.3616,0,0,1692,0.2228,AU,CA,0,legitimate
TXN-L01627,2024-02-03 21:30:00,196.57,21,2,Healthcare,5,1,8,23.12,-0.724,0,1,2955,0.1009,US,UK,0,legitimate
TXN-L02873,2024-02-29 20:30:00,30.43,12,6,Food & Dining,0,1,4,88.84,0.1945,0,0,2478,0.0543,US,CA,0,legitimate
TXN-L01522,2024-02-01 17:00:00,43.53,21,4,Travel,3,1,1,174.67,-0.1471,0,0,2432,0.4191,US,US,0,legitimate
TXN-L00835,2024-01-18 09:30:00,69.01,8,2,Education,6,0,5,38.51,-0.3046,0,1,3492,0.3958,US,US,0,legitimate
TXN-L00358,2024-01-08 11:00:00,75.39,12,1,Education,6,2,7,69.62,-0.8691,0,0,1251,0.299,CA,US,0,legitimate
TXN-L00138,2024-01-03 21:00:00,123.16,21,0,Entertainment,2,1,2,14.23,-0.3638,0,0,3225,0.12,US,US,0,legitimate
TXN-L00299,2024-01-07 05:30:00,102.48,18,4,Healthcare,2,2,5,30.67,0.0317,0,0,1076,0.4184,UK,US,0,legitimate
TXN-L01556,2024-02-02 10:00:00,136.13,8,4,Food & Dining,5,0,4,14.35,-1.5574,0,0,3241,0.0299,CA,US,0,legitimate
TXN-L01003,2024-01-21 21:30:00,28.59,18,2,Education,1,0,1,58.42,-0.0817,1,0,3045,0.2086,US,US,0,legitimate
TXN-L00382,2024-01-08 23:00:00,6.53,14,2,Healthcare,3,2,4,84.28,-1.4382,0,0,1276,0.1762,US,US,0,legitimate
TXN-L00941,2024-01-20 14:30:00,130.64,8,5,Retail,0,1,4,89.46,0.6987,0,0,2667,0.3427,US,US,0,legitimate
TXN-L04446,2024-04-02 15:00:00,22.69,10,5,Education,4,1,7,81.34,-0.6857,0,0,960,0.1125,US,US,0,legitimate
TXN-F00104,2024-01-09 16:00:00,161.59,0,4,Jewelry,8,9,22,12.76,3.5171,1,0,75,0.9436,US,RU,1,fraud
TXN-L00761,2024-01-16 20:30:00,61.68,16,0,Travel,4,2,7,128.18,-0.1833,0,0,2806,0.5182,AU,US,0,legitimate
TXN-L01705,2024-02-05 12:30:00,42.89,13,5,Education,3,2,2,171.45,0.935,1,1,2786,0.1184,US,US,0,legitimate
TXN-L01873,2024-02-09 00:30:00,119.06,8,1,Education,3,0,8,182.48,0.0296,0,0,1970,0.5002,US,CA,0,legitimate
TXN-L02550,2024-02-23 03:00:00,11.18,11,2,Travel,4,2,5,110.56,-0.1703,1,0,1161,0.2037,US,UK,0,legitimate
TXN-L02086,2024-02-13 11:00:00,32.85,16,1,Healthcare,2,0,5,50.88,0.1592,0,1,2041,0.1565,US,UK,0,legitimate
TXN-L02197,2024-02-15 18:30:00,55.65,8,5,Food & Dining,6,1,5,79.37,1.1477,0,0,2183,0.4124,UK,CA,0,legitimate
TXN-L00898,2024-01-19 17:00:00,182.46,14,4,Travel,1,3,5,133.61,0.235,0,0,1851,0.1537,US,US,0,legitimate
TXN-L03999,2024-03-24 07:30:00,78.31,19,4,Retail,3,0,6,45.52,-0.0446,0,1,2644,0.3408,US,US,0,legitimate
TXN-L03615,2024-03-16 07:30:00,113.82,20,1,Education,4,0,5,88.01,-0.3277,0,0,2297,0.5189,US,US,0,legitimate
TXN-L01402,2024-01-30 05:00:00,178.7,11,3,Education,0,1,6,18.58,-0.4966,0,1,1689,0.2422,US,US,0,legitimate
TXN-L03873,2024-03-21 16:30:00,12.47,9,4,Utilities,6,0,5,60.53,-2.0988,1,0,1119,0.491,AU,US,0,legitimate
TXN-L03785,2024-03-19 20:30:00,31.48,19,2,Food & Dining,4,1,5,24.07,-0.1452,0,0,224,0.1688,AU,UK,0,legitimate
TXN-L04386,2024-04-01 09:00:00,27.49,11,6,Travel,4,1,4,129.29,-0.1413,1,1,2369,0.121,AU,US,0,legitimate
TXN-L02955,2024-03-02 13:30:00,313.36,17,1,Retail,6,1,5,80.99,0.6765,0,0,1217,0.4498,AU,US,0,legitimate
TXN-L01512,2024-02-01 12:00:00,26.66,16,4,Retail,3,0,3,360.56,0.81,1,0,2613,0.412,US,US,0,legitimate
TXN-L01188,2024-01-25 18:00:00,94.64,17,1,Travel,6,2,7,52.93,2.1704,0,0,1335,0.113,UK,UK,0,legitimate
TXN-L02989,2024-03-03 06:30:00,608.91,17,5,Education,4,1,4,59.23,-0.4217,0,0,2985,0.1778,US,CA,0,legitimate
TXN-L02080,2024-02-13 08:00:00,54.63,16,3,Travel,4,3,6,53.06,1.4544,0,0,3223,0.269,US,US,0,legitimate
TXN-F00233,2024-01-20 10:00:00,8760.71,2,0,Jewelry,8,8,17,86.62,3.8537,1,0,41,0.8294,UK,RU,1,fraud
TXN-L03437,2024-03-12 14:30:00,15.24,9,4,Retail,5,1,6,30.48,-0.448,0,0,1329,0.3245,US,CA,0,legitimate
TXN-L00108,2024-01-03 06:00:00,70.64,16,1,Entertainment,0,1,1,44.89,-1.182,0,0,493,0.2258,UK,US,0,legitimate
TXN-L04698,2024-04-07 21:00:00,61.95,8,4,Healthcare,3,1,12,21.21,2.1302,0,1,3187,0.3854,CA,US,0,legitimate
TXN-L02827,2024-02-28 21:30:00,51.32,16,1,Travel,5,0,6,55.33,-1.3427,0,0,618,0.4897,US,US,0,legitimate
TXN-L04747,2024-04-08 21:30:00,18.43,20,4,Travel,1,2,5,119.42,0.2328,0,0,3364,0.477,CA,US,0,legitimate
TXN-L00058,2024-01-02 05:00:00,76.04,14,0,Food & Dining,2,0,11,42.04,-0.2828,0,1,455,0.1199,US,US,0,legitimate
TXN-L00076,2024-01-02 14:00:00,59.56,13,2,Entertainment,0,0,8,76.53,-0.195,0,0,1148,0.5541,UK,US,0,legitimate
TXN-L00796,2024-01-17 14:00:00,52.48,12,5,Utilities,6,1,4,50.66,-0.1211,0,0,3225,0.0209,UK,CA,0,legitimate
TXN-L00368,2024-01-08 16:00:00,60.2,19,2,Retail,3,0,4,38.63,-0.1884,0,0,1160,0.5426,US,UK,0,legitimate
TXN-F00155,2024-01-13 22:00:00,5101.17,23,3,Crypto Exchange,8,11,14,86.78,1.4061,1,1,11,0.9826,US,VN,1,fraud
TXN-L00785,2024-01-17 08:30:00,160.9,11,6,Healthcare,4,2,12,101.41,0.6062,0,0,3306,0.5362,US,US,0,legitimate
TXN-L02088,2024-02-13 12:00:00,34.7,18,6,Utilities,2,0,9,78.93,1.5013,0,0,2675,0.178,US,US,0,legitimate
TXN-L02314,2024-02-18 05:00:00,106.26,13,5,Retail,6,1,6,7.25,0.5324,0,0,592,0.212,US,US,0,legitimate
TXN-L03384,2024-03-11 12:00:00,164.99,11,3,Education,0,1,3,141.34,0.3383,0,0,1380,0.2132,AU,UK,0,legitimate
TXN-L03605,2024-03-16 02:30:00,24.76,13,5,Food & Dining,5,1,4,118.44,-1.6682,0,0,3284,0.1586,AU,UK,0,legitimate
TXN-L04111,2024-03-26 15:30:00,25.09,15,0,Food & Dining,0,0,3,47.38,-1.0676,0,0,3329,0.0021,US,US,0,legitimate
TXN-L01902,2024-02-09 15:00:00,176.47,21,0,Education,2,2,3,42.06,0.0606,0,0,3005,0.2983,AU,US,0,legitimate
TXN-L01703,2024-02-05 11:30:00,165.62,10,5,Entertainment,2,2,4,20.83,-0.4102,0,0,3613,0.3709,CA,CA,0,legitimate
TXN-L00121,2024-01-03 12:30:00,21.99,11,4,Education,5,1,2,474.5,1.0792,0,1,281,0.4318,AU,US,0,legitimate
TXN-L01844,2024-02-08 10:00:00,64.06,17,1,Healthcare,3,1,3,25.77,-0.1857,0,0,2762,0.4439,UK,US,0,legitimate
TXN-L02369,2024-02-19 08:30:00,187.88,20,0,Education,4,1,3,29.34,1.529,0,0,2315,0.1667,CA,US,0,legitimate
TXN-L03728,2024-03-18 16:00:00,16.45,18,0,Retail,1,2,6,33.59,0.1581,1,0,1937,0.2452,UK,US,0,legitimate
TXN-L00910,2024-01-19 23:00:00,40.13,17,3,Retail,1,3,11,70.76,1.8204,0,0,1373,0.2221,US,US,0,legitimate
TXN-L00124,2024-01-03 14:00:00,98.19,8,6,Utilities,1,0,7,125.5,-0.6413,0,1,3525,0.0662,US,US,0,legitimate
TXN-L02572,2024-02-23 14:00:00,40.46,14,2,Entertainment,0,0,7,10.49,-0.3797,0,0,2550,0.3919,US,US,0,legitimate
TXN-L01586,2024-02-03 01:00:00,65.13,19,3,Education,3,0,5,51.36,0.8676,0,0,1742,0.2599,US,US,0,legitimate
TXN-L01257,2024-01-27 04:30:00,83.01,16,3,Retail,5,0,6,119.83,-0.0491,0,1,3113,0.5326,UK,CA,0,legitimate
TXN-L03441,2024-03-12 16:30:00,29.54,9,2,Education,3,3,6,222.01,-0.5125,0,0,2008,0.1432,US,CA,0,legitimate
TXN-L03480,2024-03-13 12:00:00,40.36,13,2,Education,4,1,4,81.65,1.0898,1,0,2482,0.1898,US,UK,0,legitimate
TXN-L04108,2024-03-26 14:00:00,44.69,15,2,Entertainment,6,0,8,70.95,1.2635,0,0,2694,0.3006,AU,CA,0,legitimate
TXN-L01178,2024-01-25 13:00:00,20.32,19,0,Retail,3,0,4,125.44,-0.0582,0,0,2489,0.1833,US,US,0,legitimate
TXN-L03463,2024-03-13 03:30:00,151.95,20,6,Utilities,2,1,3,68.18,0.3306,0,1,2240,0.1712,US,UK,0,legitimate
TXN-L03469,2024-03-13 06:30:00,43.88,21,1,Utilities,2,1,5,28.34,-0.5114,0,0,3294,0.2955,US,US,0,legitimate
TXN-L03467,2024-03-13 05:30:00,62.3,9,5,Travel,0,2,0,130.48,0.116,0,0,1314,0.3448,US,CA,0,legitimate
TXN-L02103,2024-02-13 19:30:00,168.25,13,4,Healthcare,1,0,3,83.41,-0.8727,0,0,2407,0.1281,US,CA,0,legitimate
TXN-L00442,2024-01-10 05:00:00,6.91,19,6,Travel,2,1,4,60.37,-1.3375,0,1,2910,0.4646,CA,CA,0,legitimate
TXN-L02227,2024-02-16 09:30:00,29.95,19,3,Utilities,0,2,6,23.28,0.7645,0,0,3332,0.2048,US,CA,0,legitimate
TXN-L04416,2024-04-02 00:00:00,70.96,17,4,Utilities,5,1,2,64.36,0.8923,0,0,2747,0.5253,US,US,0,legitimate
TXN-L00925,2024-01-20 06:30:00,11.9,9,4,Food & Dining,4,3,8,64.19,0.5058,0,0,2256,0.0933,AU,US,0,legitimate
TXN-L04020,2024-03-24 18:00:00,478.16,12,6,Travel,2,2,3,55.34,-0.259,0,0,2025,0.2818,US,CA,0,legitimate
TXN-L02145,2024-02-14 16:30:00,242.22,8,5,Education,2,1,9,17.98,0.2305,0,0,860,0.0394,US,UK,0,legitimate
TXN-F00020,2024-01-02 16:00:00,1451.4,0,4,Crypto Exchange,8,8,13,34.47,3.6075,1,1,50,0.8949,US,RU,1,fraud
TXN-L01411,2024-01-30 09:30:00,95.22,19,1,Utilities,3,2,4,43.35,-0.9708,0,1,2355,0.0146,US,US,0,legitimate
TXN-L03466,2024-03-13 05:00:00,36.17,18,0,Utilities,6,0,3,92.08,1.5331,0,0,3029,0.0274,AU,US,0,legitimate
TXN-L02072,2024-02-13 04:00:00,59.66,14,1,Utilities,0,0,6,19.5,-0.3651,1,0,3253,0.3328,US,US,0,legitimate
TXN-L01509,2024-02-01 10:30:00,239.26,17,6,Travel,0,1,3,33.02,-0.1789,0,1,3626,0.1331,CA,US,0,legitimate
TXN-L01227,2024-01-26 13:30:00,47.13,18,1,Food & Dining,3,0,4,34.68,-2.0889,0,0,1330,0.1902,US,UK,0,legitimate
TXN-L04072,2024-03-25 20:00:00,11.73,12,3,Retail,3,1,3,29.14,0.646,0,1,3193,0.2069,AU,US,0,legitimate
TXN-L02585,2024-02-23 20:30:00,29.2,11,0,Food & Dining,6,1,4,71.39,0.3993,0,0,3441,0.1994,US,US,0,legitimate
TXN-L04450,2024-04-02 17:00:00,33.28,18,4,Healthcare,5,0,3,142.99,-0.7376,0,0,2469,0.1248,CA,CA,0,legitimate
TXN-L02951,2024-03-02 11:30:00,118.8,14,6,Education,4,2,5,23.51,0.2731,0,1,566,0.1524,CA,US,0,legitimate
TXN-L03885,2024-03-21 22:30:00,93.34,14,4,Food & Dining,5,1,3,24.95,-0.998,0,0,832,0.415,UK,US,0,legitimate
TXN-L00324,2024-01-07 18:00:00,19.97,18,3,Entertainment,2,1,5,28.42,-0.5212,0,0,991,0.075,UK,US,0,legitimate
TXN-L03977,2024-03-23 20:30:00,232.13,21,3,Healthcare,5,1,4,18.23,0.9044,0,0,688,0.2965,US,US,0,legitimate
TXN-L03576,2024-03-15 12:00:00,23.76,8,2,Food & Dining,1,1,8,33.39,0.1075,0,0,233,0.0256,US,UK,0,legitimate
TXN-L02211,2024-02-16 01:30:00,99.93,8,2,Education,1,0,3,95.93,-1.3309,0,0,3366,0.517,US,CA,0,legitimate
TXN-L03298,2024-03-09 17:00:00,17.23,8,2,Food & Dining,6,1,4,82.4,-0.1362,0,1,1885,0.2604,UK,US,0,legitimate
TXN-L03035,2024-03-04 05:30:00,85.36,11,3,Food & Dining,2,3,3,190.89,-1.1179,0,0,412,0.504,US,US,0,legitimate
TXN-L01498,2024-02-01 05:00:00,152.03,20,0,Education,6,1,5,34.62,-0.263,0,0,374,0.1637,US,UK,0,legitimate
TXN-L01502,2024-02-01 07:00:00,24.09,15,5,Travel,1,0,4,73.78,0.7412,0,1,2243,0.488,US,US,0,legitimate
TXN-L01006,2024-01-21 23:00:00,133.65,15,4,Retail,2,0,8,35.47,-0.8595,0,1,3639,0.1909,US,US,0,legitimate
TXN-L04179,2024-03-28 01:30:00,38.75,15,2,Healthcare,3,2,6,48.9,0.2371,0,0,2060,0.1824,AU,US,0,legitimate
TXN-L03013,2024-03-03 18:30:00,13.5,20,1,Utilities,2,0,5,57.81,0.5695,0,0,2601,0.0415,US,CA,0,legitimate
TXN-L03516,2024-03-14 06:00:00,24.64,15,1,Education,5,0,6,94.12,0.8932,0,1,740,0.0054,UK,CA,0,legitimate
TXN-L01467,2024-01-31 13:30:00,81.02,10,1,Education,2,2,4,168.5,0.9875,0,0,1794,0.1904,US,US,0,legitimate
TXN-L01225,2024-01-26 12:30:00,47.95,19,3,Entertainment,5,1,4,72.93,-0.6104,0,0,2356,0.407,AU,US,0,legitimate
TXN-L03167,2024-03-06 23:30:00,63.95,12,4,Education,5,0,7,46.77,-0.7919,0,0,3232,0.4555,CA,US,0,legitimate
TXN-L02267,2024-02-17 05:30:00,75.16,15,1,Healthcare,5,2,15,29.88,-1.314,0,0,416,0.5314,US,US,0,legitimate
TXN-L03808,2024-03-20 08:00:00,105.11,17,1,Entertainment,5,1,5,23.94,1.2993,0,0,2441,0.5929,UK,CA,0,legitimate
TXN-L01216,2024-01-26 08:00:00,27.84,11,0,Food & Dining,3,2,3,129.07,-0.8588,0,0,3492,0.5279,US,UK,0,legitimate
